Customer ID,Churn Status
ADF0001,1.0
ADF0002,1.0
ADF0003,1.0
ADF0004,1.0
ADF0005,1.0
ADF0006,1.0
ADF0007,1.0
ADF0008,1.0
ADF0009,1.0
ADF0010,1.0
ADF0011,1.0
ADF0012,0.0
ADF0013,0.0
ADF0014,0.0
ADF0015,0.0
ADF0016,0.0
ADF0017,0.0
ADF0018,0.0
ADF0019,0.0
ADF0020,0.0
ADF0021,0.0
ADF0022,0.0
ADF0023,0.0
ADF0024,0.0
ADF0025,0.0
ADF0026,0.0
ADF0027,1.0
ADF0028,0.0
ADF0029,1.0
ADF0030,1.0
ADF0031,0.0
ADF0032,0.0
ADF0033,1.0
ADF0034,0.0
ADF0035,0.0
ADF0036,0.0
ADF0037,0.0
ADF0139,1.0
ADF0140,0.0
ADF0141,1.0
ADF0142,1.0
ADF0143,1.0
ADF0144,1.0
ADF0145,0.0
ADF0146,0.0
ADF0147,1.0
ADF0148,1.0
ADF0149,1.0
ADF0150,0.0
ADF0151,0.0
ADF0152,0.0
ADF0153,0.0
ADF0154,0.0
ADF0155,0.0
ADF0156,0.0
ADF0157,0.0
ADF0158,0.0
ADF0159,0.0
ADF0160,0.0
ADF0161,0.0
ADF0162,0.0
ADF0163,0.0
ADF0164,0.0
ADF0165,0.0
ADF0166,0.0
ADF0167,0.0
ADF0168,0.0
ADF0169,0.0
ADF0170,0.0
ADF0171,0.0
ADF0172,0.0
ADF0173,0.0
ADF0174,0.0
ADF0175,0.0
ADF0176,0.0
ADF0177,0.0
ADF0178,0.0
ADF0179,0.0
ADF0180,0.0
ADF0181,0.0
ADF0182,0.0
ADF0183,0.0
ADF0184,0.0
ADF0185,0.0
ADF0186,0.0
ADF0187,0.0
ADF0188,0.0
ADF0189,0.0
ADF0190,0.0
ADF0191,0.0
ADF0192,0.0
ADF0193,0.0
ADF0194,0.0
ADF0195,0.0
ADF0196,0.0
ADF0197,0.0
ADF0198,0.0
ADF0199,0.0
ADF0200,0.0
ADF0201,0.0
ADF0202,0.0
ADF0203,0.0
ADF0204,0.0
ADF0205,0.0
ADF0206,0.0
ADF0207,0.0
ADF0208,0.0
ADF0209,0.0
ADF0210,0.0
ADF0211,0.0
ADF0212,0.0
ADF0213,0.0
ADF0214,0.0
ADF0215,0.0
ADF0216,0.0
ADF0217,0.0
ADF0218,0.0
ADF0219,0.0
ADF0220,0.0
ADF0221,0.0
ADF0222,0.0
ADF0223,0.0
ADF0224,0.0
ADF0225,0.0
ADF0226,0.0
ADF0227,0.0
ADF0228,0.0
ADF0229,0.0
ADF0230,0.0
ADF0231,0.0
ADF0232,0.0
ADF0233,0.0
ADF0234,0.0
ADF0235,0.0
ADF0236,0.0
ADF0237,0.0
ADF0238,0.0
ADF0239,0.0
ADF0240,0.0
ADF0241,0.0
ADF0242,0.0
ADF0243,0.0
ADF0244,0.0
ADF0245,0.0
ADF0246,0.0
ADF0247,0.0
ADF0248,0.0
ADF0249,0.0
ADF0250,0.0
ADF0251,0.0
ADF0252,0.0
ADF0253,0.0
ADF0562,1.0
ADF0563,0.0
ADF0564,1.0
ADF0565,1.0
ADF0566,1.0
ADF0567,1.0
ADF0568,0.0
ADF0569,0.0
ADF0570,0.0
ADF0571,0.0
ADF0572,0.0
ADF0573,0.0
ADF0574,0.0
ADF0575,0.0
ADF0576,0.0
ADF0577,0.0
ADF0578,0.0
ADF0579,0.0
ADF0644,0.0
ADF0645,0.0
ADF0646,1.0
ADF0647,0.0
ADF0648,1.0
ADF0649,0.0
ADF0650,1.0
ADF0651,1.0
ADF0652,1.0
ADF0653,0.0
ADF0654,1.0
ADF0655,0.0
ADF0656,0.0
ADF0657,1.0
ADF0658,0.0
ADF0659,1.0
ADF0660,0.0
ADF0661,1.0
ADF0662,1.0
ADF0663,1.0
ADF0664,1.0
ADF0665,1.0
ADF0666,1.0
ADF0667,1.0
ADF0668,1.0
ADF0669,1.0
ADF0670,0.0
ADF0671,1.0
ADF0672,1.0
ADF0673,1.0
ADF0674,0.0
ADF0675,1.0
ADF0676,1.0
ADF0677,0.0
ADF0678,1.0
ADF0679,1.0
ADF0680,0.0
ADF0681,1.0
ADF0682,1.0
ADF0683,1.0
ADF0684,1.0
ADF0685,1.0
ADF0686,1.0
ADF0687,1.0
ADF0688,0.0
ADF0689,1.0
ADF0690,1.0
ADF0691,1.0
ADF0692,0.0
ADF0693,0.0
ADF0694,1.0
ADF0695,0.0
ADF0696,1.0
ADF0697,1.0
ADF0698,1.0
ADF0699,1.0
ADF0700,1.0
ADF0701,1.0
ADF0702,1.0
ADF0703,1.0
ADF0704,0.0
ADF0705,1.0
ADF0706,1.0
ADF0707,1.0
ADF0708,1.0
ADF0709,1.0
ADF0710,1.0
ADF0711,1.0
ADF0712,1.0
ADF0713,1.0
ADF0714,1.0
ADF0715,1.0
ADF0716,1.0
ADF0717,1.0
ADF0718,1.0
ADF0719,1.0
ADF0720,1.0
ADF0721,1.0
ADF0722,1.0
ADF0723,1.0
ADF0724,1.0
ADF0725,1.0
ADF0726,1.0
ADF0727,1.0
ADF0728,1.0
ADF0729,1.0
ADF0730,1.0
ADF0731,1.0
ADF0732,1.0
ADF0733,1.0
ADF0734,1.0
ADF0735,1.0
ADF0736,1.0
ADF0737,1.0
ADF0738,1.0
ADF0739,1.0
ADF0740,1.0
ADF0741,1.0
ADF0742,1.0
ADF0743,1.0
ADF0744,1.0
ADF0745,1.0
ADF0746,1.0
ADF0747,1.0
ADF0748,1.0
ADF0749,1.0
ADF0750,1.0
ADF0751,1.0
ADF0752,1.0
ADF0753,0.0
ADF0754,1.0
ADF0755,1.0
ADF0756,1.0
ADF0757,1.0
ADF0758,1.0
ADF0759,1.0
ADF0760,1.0
ADF0761,1.0
ADF0762,1.0
ADF0763,0.0
ADF0764,1.0
ADF0765,1.0
ADF0766,1.0
ADF0767,1.0
ADF0768,0.0
ADF0769,1.0
ADF0770,1.0
ADF0771,1.0
ADF0772,1.0
ADF0773,1.0
ADF0774,1.0
ADF0775,1.0
ADF0776,1.0
ADF0777,1.0
ADF0778,1.0
ADF0779,1.0
ADF0780,1.0
ADF0781,1.0
ADF0782,1.0
ADF0783,1.0
ADF0784,1.0
ADF0785,1.0
ADF0786,1.0
ADF0787,0.0
ADF0788,1.0
ADF0789,1.0
ADF0790,1.0
ADF0791,0.0
ADF0792,1.0
ADF0793,1.0
ADF0794,1.0
ADF0795,1.0
ADF0796,1.0
ADF0797,1.0
ADF0798,1.0
ADF0799,1.0
ADF0800,1.0
ADF0801,1.0
ADF0802,1.0
ADF0803,1.0
ADF0804,1.0
ADF0805,1.0
ADF0806,1.0
ADF0807,1.0
ADF0808,1.0
ADF0809,1.0
ADF0810,1.0
ADF0811,1.0
ADF0812,1.0
ADF0813,0.0
ADF0814,1.0
ADF0815,1.0
ADF0816,1.0
ADF0817,1.0
ADF0818,1.0
ADF0819,1.0
ADF0820,1.0
ADF0821,1.0
ADF0822,1.0
ADF0823,1.0
ADF0824,0.0
ADF0825,1.0
ADF0826,1.0
ADF0827,1.0
ADF0828,1.0
ADF0829,0.0
ADF0830,1.0
ADF0831,1.0
ADF0832,1.0
ADF0833,1.0
ADF0834,1.0
ADF0835,1.0
ADF0836,1.0
ADF0837,1.0
ADF0838,1.0
ADF0839,1.0
ADF0840,1.0
ADF0841,1.0
ADF0842,1.0
ADF0843,1.0
ADF0844,1.0
ADF0845,1.0
ADF0846,1.0
ADF0847,1.0
ADF0848,1.0
ADF0849,1.0
ADF0850,1.0
ADF0851,1.0
ADF0852,0.0
ADF0853,1.0
ADF0854,1.0
ADF0855,1.0
ADF0856,1.0
ADF0857,0.0
ADF0858,1.0
ADF0859,1.0
ADF0860,1.0
ADF0861,1.0
ADF0862,1.0
ADF0863,0.0
ADF0864,0.0
ADF0865,1.0
ADF0866,1.0
ADF0867,1.0
ADF0868,1.0
ADF0869,1.0
ADF0870,0.0
ADF0871,1.0
ADF0872,1.0
ADF0873,0.0
ADF0874,1.0
ADF0875,1.0
ADF0876,1.0
ADF0877,1.0
ADF0878,1.0
ADF0879,0.0
ADF0880,1.0
ADF0881,1.0
ADF0882,1.0
ADF0883,1.0
ADF0884,1.0
ADF0885,1.0
ADF0886,1.0
ADF0887,1.0
ADF0888,1.0
ADF0889,1.0
ADF0890,1.0
ADF0891,1.0
ADF0892,1.0
ADF0893,1.0
ADF0894,1.0
ADF0895,1.0
ADF0896,1.0
ADF0897,1.0
ADF0898,0.0
ADF0899,1.0
ADF0900,0.0
ADF0901,1.0
ADF0902,1.0
ADF0903,1.0
ADF0904,1.0
ADF0905,0.0
ADF0906,1.0
ADF0907,0.0
ADF0908,0.0
ADF0909,0.0
ADF0910,0.0
ADF0911,0.0
ADF0912,0.0
